book,formation_index,formation,play_index,play,man_slot,man_position,zone_slot,zone_position,boundary,rule,image
JAX,26,Dime,32,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",JAX-p032-f26.png
KC,25,4-3,14,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",KC-p014-f25.png
KC,25,4-3,14,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 18 yards. OLB starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",KC-p014-f25.png
KC,25,4-3,27,Combo Strong Zone,,,,,,"OLB2 (slot 4) has a zone-to-man continuation, waiting for its own slot signal; its later man node names CB2 (slot 9) as partner. The stored partner slots are not reciprocal. Live effect is unproved.",KC-p027-f25.png
KC,25,4-3,27,Combo Strong Zone,,,,,,"CB2 (slot 9) has a man-to-zone rule when the receiver moves left past the defender and the midpoint between that defender and the game's reference player. It signals DE2 (slot 0), then takes a zone at X +14, depth 18 yards. The stored partner slots are not reciprocal. Live effect is unproved.",KC-p027-f25.png
KC,26,Nickel,27,Combo Strong Zone,,,,,,"OLB (slot 4) has a zone-to-man continuation, waiting for its own slot signal; its later man node names CB2 (slot 9) as partner. The stored partner slots are not reciprocal. Live effect is unproved.",KC-p027-f26.png
KC,26,Nickel,27,Combo Strong Zone,,,,,,"CB2 (slot 9) has a man-to-zone rule when the receiver moves left past the defender and the midpoint between that defender and the game's reference player. It signals DE2 (slot 0), then takes a zone at X +14, depth 18 yards. The stored partner slots are not reciprocal. Live effect is unproved.",KC-p027-f26.png
KC,27,Dime,27,Combo Strong Zone,,,,,,"CB4 (slot 4) has a zone-to-man continuation, waiting for its own slot signal; its later man node names CB2 (slot 9) as partner. The stored partner slots are not reciprocal. Live effect is unproved.",KC-p027-f27.png
KC,27,Dime,27,Combo Strong Zone,,,,,,"CB2 (slot 9) has a man-to-zone rule when the receiver moves left past the defender and the midpoint between that defender and the game's reference player. It signals DE2 (slot 0), then takes a zone at X +14, depth 18 yards. The stored partner slots are not reciprocal. Live effect is unproved.",KC-p027-f27.png
MIA,27,Nickel,25,Zone Double Steal,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",MIA-p025-f27.png
MIA,27,Nickel,25,Zone Double Steal,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",MIA-p025-f27.png
NE,25,3-4,158,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NE-p158-f25.png
NE,25,3-4,158,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NE-p158-f25.png
NE,26,Nickel,158,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NE-p158-f26.png
NE,26,Nickel,158,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 15 yards. CB3 starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NE-p158-f26.png
NE,27,Dime,158,Combo Inside Zone,9,CB2,0,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 0) and takes a zone at X +15, depth 15 yards. OLB starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NE-p158-f27.png
NE,27,Dime,158,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 15 yards. CB3 starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NE-p158-f27.png
NO,25,Nickel,28,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NO-p028-f25.png
NO,25,Nickel,28,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NO-p028-f25.png
NO,26,Dime,28,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NO-p028-f26.png
NO,26,Dime,28,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NO-p028-f26.png
NYG,26,4-3,15,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p015-f26.png
NYG,26,4-3,15,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 18 yards. OLB starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p015-f26.png
NYG,27,Nickel,15,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p015-f27.png
NYG,27,Nickel,15,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p015-f27.png
NYG,28,Dime,15,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p015-f28.png
NYG,28,Dime,15,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p015-f28.png
NYG,26,4-3,57,Strong Bracket 1,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p057-f26.png
NYG,27,Nickel,57,Strong Bracket 1,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p057-f27.png
NYG,28,Dime,57,Strong Bracket 1,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p057-f28.png
NYG,26,4-3,58,Weak Bracket 1,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p058-f26.png
NYG,27,Nickel,58,Weak Bracket 1,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p058-f27.png
NYG,28,Dime,58,Weak Bracket 1,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYG-p058-f28.png
NYJ,23,4-3,12,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p012-f23.png
NYJ,23,4-3,12,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 18 yards. OLB starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p012-f23.png
NYJ,25,Nickel,12,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p012-f25.png
NYJ,25,Nickel,12,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p012-f25.png
NYJ,26,Dime,12,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p012-f26.png
NYJ,26,Dime,12,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p012-f26.png
NYJ,23,4-3,14,Weak Combo Strong Zone,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 9 yards. FS starts with a zone landmark at X +9, depth 12 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",NYJ-p014-f23.png
OAK,26,3-4,111,Inside Zone Odd,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",OAK-p111-f26.png
OAK,26,3-4,111,Inside Zone Odd,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",OAK-p111-f26.png
OAK,26,3-4,153,Zone Double Steal,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",OAK-p153-f26.png
OAK,26,3-4,153,Zone Double Steal,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",OAK-p153-f26.png
PHI,25,Nickel,15,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p015-f25.png
PHI,25,Nickel,15,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p015-f25.png
PHI,26,Dime,15,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p015-f26.png
PHI,26,Dime,15,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p015-f26.png
PHI,24,4-3,186,Strong Bracket 1,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p186-f24.png
PHI,25,Nickel,186,Strong Bracket 1,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p186-f25.png
PHI,26,Dime,186,Strong Bracket 1,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p186-f26.png
PHI,24,4-3,187,Weak Bracket 1,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p187-f24.png
PHI,25,Nickel,187,Weak Bracket 1,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p187-f25.png
PHI,26,Dime,187,Weak Bracket 1,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PHI-p187-f26.png
PIT,24,3-4,7,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PIT-p007-f24.png
PIT,24,3-4,7,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PIT-p007-f24.png
PIT,26,Dime,7,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PIT-p007-f26.png
PIT,26,Dime,7,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 15 yards. CB3 starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PIT-p007-f26.png
PIT,24,3-4,8,Combo Strong Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +14, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PIT-p008-f24.png
PIT,26,Dime,30,Combo Weak Zone,10,CB,5,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 5) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -8, depth 8 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",PIT-p030-f26.png
reference,29,Nickel,23,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",reference-p023-f29.png
reference,29,Nickel,23,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",reference-p023-f29.png
SD,24,3-4,177,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SD-p177-f24.png
SD,24,3-4,177,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SD-p177-f24.png
SD,25,Nickel,177,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SD-p177-f25.png
SD,25,Nickel,177,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 15 yards. CB3 starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SD-p177-f25.png
SD,25,Nickel,178,Combo Strong Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +14, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SD-p178-f25.png
SD,26,Dime,200,Combo Weak Zone,10,CB,5,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 5) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -8, depth 8 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SD-p200-f26.png
SEA,27,Nickel,15,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SEA-p015-f27.png
SEA,27,Nickel,15,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SEA-p015-f27.png
SEA,28,Dime,15,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SEA-p015-f28.png
SEA,28,Dime,15,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SEA-p015-f28.png
SF,23,Nickel,28,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SF-p028-f23.png
SF,23,Nickel,28,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SF-p028-f23.png
SF,24,Dime,28,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SF-p028-f24.png
SF,24,Dime,28,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",SF-p028-f24.png
